450848.5886,7884924.55,1.70E+38
450868.56141283,7884924.55,1.70E+38
450888.53422566,7884924.55,1.70E+38
450908.50703849,7884924.55,1.70E+38
450928.47985132,7884924.55,1.70E+38
450948.45266415,7884924.55,1.70E+38
450968.42547698,7884924.55,1.70E+38
450988.39828981,7884924.55,1.70E+38
451008.37110264,7884924.55,1.70E+38
451028.34391547,7884924.55,1.70E+38
451048.3167283,7884924.55,1.70E+38
451068.28954113,7884924.55,1.70E+38
451088.26235396,7884924.55,1.70E+38
451108.23516679,7884924.55,1.70E+38
451128.20797962,7884924.55,1.70E+38
451148.18079245,7884924.55,1.70E+38
451168.15360528,7884924.55,1.70E+38
451188.12641811,7884924.55,1.70E+38
451208.09923094,7884924.55,1.70E+38
451228.07204377,7884924.55,1.70E+38
451248.0448566,7884924.55,1.70E+38
451268.01766943,7884924.55,1.70E+38
451287.99048226,7884924.55,1.70E+38
451307.96329509,7884924.55,1.70E+38
451327.93610792,7884924.55,1.70E+38
451347.90892075,7884924.55,1.70E+38
451367.88173358,7884924.55,1.70E+38
451387.85454642,7884924.55,1.70E+38
451407.82735925,7884924.55,1.70E+38
451427.80017208,7884924.55,1.70E+38
451447.77298491,7884924.55,1.70E+38
451467.74579774,7884924.55,1.70E+38
451487.71861057,7884924.55,1.70E+38
451507.6914234,7884924.55,1.70E+38
451527.66423623,7884924.55,1.70E+38
451547.63704906,7884924.55,1.70E+38
451567.60986189,7884924.55,1.70E+38
451587.58267472,7884924.55,1.70E+38
451607.55548755,7884924.55,1.70E+38
451627.52830038,7884924.55,1.70E+38
451647.50111321,7884924.55,1.70E+38
451667.47392604,7884924.55,1.70E+38
451687.44673887,7884924.55,1.70E+38
451707.4195517,7884924.55,1.70E+38
451727.39236453,7884924.55,1.70E+38
451747.36517736,7884924.55,1.70E+38
451767.33799019,7884924.55,1.70E+38
451787.31080302,7884924.55,1.70E+38
451807.28361585,7884924.55,1.70E+38
451827.25642868,7884924.55,1.70E+38
451847.22924151,7884924.55,1.70E+38
451867.20205434,7884924.55,1.70E+38
451887.17486717,7884924.55,1.70E+38
451907.14768,7884924.55,1.70E+38
451927.12049283,7884924.55,1.70E+38
451947.09330566,7884924.55,1.70E+38
451967.06611849,7884924.55,1.70E+38
451987.03893132,7884924.55,1.70E+38
452007.01174415,7884924.55,1.70E+38
452026.98455698,7884924.55,1.70E+38
452046.95736981,7884924.55,1.70E+38
452066.93018264,7884924.55,1.70E+38
452086.90299547,7884924.55,1.70E+38
452106.8758083,7884924.55,1.70E+38
452126.84862113,7884924.55,1.70E+38
452146.82143396,7884924.55,1.70E+38
452166.79424679,7884924.55,1.70E+38
452186.76705962,7884924.55,1.70E+38
452206.73987245,7884924.55,1.70E+38
452226.71268528,7884924.55,1.70E+38
452246.68549811,7884924.55,1.70E+38
452266.65831094,7884924.55,1.70E+38
452286.63112377,7884924.55,1.70E+38
452306.6039366,7884924.55,1.70E+38
452326.57674943,7884924.55,1.70E+38
452346.54956226,7884924.55,1.70E+38
452366.52237509,7884924.55,1.70E+38
452386.49518792,7884924.55,1.70E+38
452406.46800075,7884924.55,1.70E+38
452426.44081358,7884924.55,1.70E+38
452446.41362642,7884924.55,1.70E+38
452466.38643925,7884924.55,1.70E+38
452486.35925208,7884924.55,1.70E+38
452506.33206491,7884924.55,1.70E+38
452526.30487774,7884924.55,1.70E+38
452546.27769057,7884924.55,1.70E+38
452566.2505034,7884924.55,1.70E+38
452586.22331623,7884924.55,1.70E+38
452606.19612906,7884924.55,1.70E+38
452626.16894189,7884924.55,1.70E+38
452646.14175472,7884924.55,1.70E+38
452666.11456755,7884924.55,1.70E+38
452686.08738038,7884924.55,1.70E+38
452706.06019321,7884924.55,1.70E+38
452726.03300604,7884924.55,1.70E+38
452746.00581887,7884924.55,1.70E+38
452765.9786317,7884924.55,1.70E+38
452785.95144453,7884924.55,1.70E+38
452805.92425736,7884924.55,1.70E+38
452825.89707019,7884924.55,1.70E+38
452845.86988302,7884924.55,1.70E+38
452865.84269585,7884924.55,1.70E+38
452885.81550868,7884924.55,1.70E+38
452905.78832151,7884924.55,1.70E+38
452925.76113434,7884924.55,1.70E+38
452945.73394717,7884924.55,1.70E+38
452965.70676,7884924.55,1.70E+38
452985.67957283,7884924.55,1.70E+38
453005.65238566,7884924.55,1.70E+38
453025.62519849,7884924.55,1.70E+38
453045.59801132,7884924.55,1.70E+38
453065.57082415,7884924.55,1.70E+38
453085.54363698,7884924.55,1.70E+38
453105.51644981,7884924.55,1.70E+38
